feature,class
"[-1.04723763e+02  8.77537155e+01 -3.32488594e+01  4.84742546e+01
 -2.89125214e+01  2.25142403e+01 -2.49801292e+01  2.05373802e+01
 -1.20629835e+01  1.82491264e+01 -1.51861734e+01  1.02952757e+01
 -1.38911886e+01  1.02819157e+01 -4.69701576e+00  9.94150639e+00
 -5.62194872e+00  4.79159021e+00 -1.16737452e+01  2.96157908e+00
 -6.93878174e-01  8.64570856e-01 -6.68929434e+00 -1.79343998e+00
 -4.26004267e+00 -1.32667303e-01 -1.49655271e+00  6.62933171e-01
  5.33236384e-01 -4.73252207e-01 -1.41106129e+00 -1.57239091e+00
  8.48777369e-02 -6.90205395e-01  1.46287060e+00 -7.35265434e-01
 -1.51795268e+00 -2.38248801e+00 -1.36347127e+00 -7.22123504e-01]",metal
"[-35.46846     94.10064    -24.217218    43.31534    -16.380928
  29.513052    -5.864533    28.445436   -13.962112    13.745398
  -9.199171    15.588234    -8.49749     11.400664    -6.135518
   9.3223505   -6.6100965    3.50287     -3.2875037    3.6574104
  -2.0496526    1.5625982   -2.1299512   -0.10444942  -1.6122427
  -1.8845186   -0.1412864   -3.0040376    0.14863493  -2.8876762
  -0.69390184  -2.2795534   -2.7875218   -1.8530043    0.7921776
  -2.5538511   -1.8870388   -0.6770775    0.5311263   -3.1454284 ]",metal
"[-51.620953    86.17162    -20.278292    59.064      -10.875286
  27.535135   -11.259489    23.944515   -11.562588    13.299591
  -9.01621     13.918654   -10.735527     8.389958    -7.1045113
   8.215935    -6.1839504    3.794329    -1.912575     0.89236504
  -5.9418664   -1.2673453   -3.6987064    0.28713655  -2.6652265
  -2.2053666   -0.9794941   -1.1885984    0.74619794  -3.2811549
  -1.1489773   -1.8120008   -3.1172001   -1.7557291    0.17097181
  -3.3420706   -1.8983796   -1.4932292   -0.17001209  -2.9149196 ]",metal
"[-82.13019     98.281494   -16.521841    68.43462      1.4349229
  29.857725    -5.2819605   24.396568   -10.477876    14.397423
  -7.8960547   10.021555    -8.499246     6.674568    -6.288647
   4.442029    -7.2574515    2.3182235    4.238797     1.0996615
  -5.5120792   -3.6273556   -3.7043047   -2.8790987   -2.7795796
  -5.0362844    1.8721292    0.28926426   0.2390351   -3.3441036
  -1.0826191   -1.5808964   -1.855292    -2.456136     0.8629327
  -3.1414218   -2.546781    -2.1747942   -0.36671466  -0.7275407 ]",metal
"[-9.5389481e+01  9.2076248e+01 -2.8034975e+01  5.2784756e+01
 -3.0201979e+00  2.5395441e+01 -6.1320238e+00  2.0092928e+01
 -1.0223895e+01  1.2403391e+01 -8.2715368e+00  1.1690028e+01
 -9.2670279e+00  2.8007576e+00 -4.4346385e+00  5.4987206e+00
 -6.2762752e+00  3.8276272e+00 -4.2816389e-01  4.6510057e+00
 -7.7306538e+00 -7.4426737e+00 -1.4966525e+00 -2.4465127e+00
 -2.9306006e+00 -4.3411169e+00 -1.0105342e+00 -1.1310922e+00
  3.2551465e+00 -3.0768340e+00 -3.6990640e+00 -4.2612338e+00
 -7.3309010e-01 -1.2174431e+00 -8.0437966e-02 -2.1570377e+00
 -2.4847527e+00 -3.0795105e+00 -7.5692719e-01 -2.5735435e+00]",metal
"[-66.68023     88.369576   -27.548222    53.182358    -9.191762
  27.966816    -8.108185    26.2966      -8.240403    12.689763
  -7.1285152   13.682774    -8.3691435    7.960476    -6.297391
   8.126196    -4.9679418    6.1674557    0.36781457   2.6921852
  -2.93752     -1.1243023   -2.9701657   -0.9308128   -2.1504042
  -3.7631643    1.585619    -1.2113343    1.8099529   -3.5658813
  -0.25818613  -1.44146     -2.1022944   -1.3638138    0.760747
  -2.326       -1.1646997   -0.5497932    0.9165746   -1.9469382 ]",metal
"[-94.507706    55.67104     29.26626     27.035044    20.046722
   1.1847868   12.946829    -0.7985385    8.866569    -0.6815193
  -5.3425074    2.2080843   -4.6136193   -0.9867294   -1.4889774
   3.116903     2.504271     4.1002727    9.17729      4.741727
   3.570302     1.1094003    3.2227702    1.1392149    2.1738713
  -0.45118245  -0.7157202   -1.649471    -0.24518828  -3.349237
  -1.3247552    0.28648627  -0.75597745   0.8811413   -1.1893151
   0.9488532   -0.21162586  -0.2990442   -1.4531308    3.2260346 ]",pop
"[-5.9167095e+01  4.5314072e+01  3.6862720e+01  1.5699400e+01
  1.5664842e+01  1.6692803e+00  7.2931032e+00  8.8118820e+00
  5.8277197e+00  7.9890680e+00 -2.2795849e+00  1.9039612e+00
 -9.1525316e-01  4.2237341e-02  9.6951775e-02 -8.2935286e-01
  5.5751543e+00  3.8229442e+00  5.5785375e+00  4.9321375e+00
  2.3607187e+00  1.6073989e+00  1.4270997e+00  6.5517986e-01
 -1.2764999e+00 -1.0319386e-01  3.9716440e-01 -7.0396608e-01
 -3.9713892e-01 -1.1605127e+00 -2.7971938e+00 -9.8388886e-01
  1.0992054e-01  7.0233119e-01 -3.0883512e-01  1.1841903e+00
  3.9231637e-01  4.9310848e-02 -4.0401807e-01  5.9024453e-01]",pop
"[-59.60099     62.973675    31.116804    16.918835     8.888802
  10.814813    10.554176     5.161603     5.3897095    6.1492314
   2.269166     4.2469974    4.121749     5.727116     5.0641093
   5.67125      1.4162563    2.8106606   -1.4138899   -3.3864543
  -3.4730225   -3.1286247   -1.5837351    0.07779854  -0.84324944
  -0.53872466  -1.2611753   -2.6628976   -0.87335354   2.286663
   0.9368301   -1.001177    -3.203239    -1.5037584   -1.7115623
   0.21439593  -0.2693575   -2.2355702   -3.0194027   -4.8552165 ]",pop
"[-125.878746   126.59248    -23.16423     36.222904    20.94108
   -1.1781331   16.49263     -3.6442106    6.5201015    9.341534
   -6.4032426    3.8655267   -7.9430027    2.04483     -2.3307312
   -1.4820092    4.7480507   -3.500787     4.8901486   -3.1965349
   -4.0066614   -3.082061    -1.7808273    3.2803602    1.6460646
    0.3584741   -6.466192    -2.8110793    1.2682722   -1.363424
   -6.9270344   -3.9231825    0.4337981    3.3806887    2.3733733
    2.5785086    1.5590527   -1.4610219   -5.207268    -3.2916822]",pop
"[-2.0932325e+01  8.3246178e+01  5.0522323e+00  1.6362148e+01
  9.3992376e+00 -5.6426704e-01  4.0395784e+00  6.2046561e+00
  9.1187019e+00  5.8642225e+00 -3.5043364e+00 -6.3819158e-01
 -3.1690140e+00  1.5493343e+00 -9.1566026e-01 -2.9575181e+00
 -1.3284000e+00 -8.7702978e-01  6.8702894e-01 -1.7721593e+00
 -3.9691827e+00 -2.1256828e+00  5.8546195e+00  1.2616295e+00
 -1.6642026e+00 -6.4905907e-05 -1.7490904e+00 -5.0876732e+00
 -8.9933628e-01 -1.3527383e-02 -1.8582847e+00  4.9752232e-02
 -1.3147393e+00 -1.0611429e+00 -4.5650792e+00 -1.2361246e+00
 -1.2607160e-01 -2.6680255e+00 -1.5224288e+00 -5.8825922e-01]",pop
"[-113.55395      90.0178       -5.540908     25.571491      2.6110346
    3.1918452     1.1313877     6.1513777     2.7998388    -1.8603817
   -7.1145782    -3.4467702    -5.915337     -4.3468876    -4.941943
   -4.37761      -3.3065085    -5.42316      -0.56623006   -2.1706102
   -4.291265     -4.671129     -7.8954344    -3.1408205    -0.39231962
    1.3960859    -2.3573682    -3.9826095     2.010032      2.1791787
   -5.8334346    -6.936001     -6.6272984    -2.4642696     0.41194698
   -0.56946844    1.2311424     0.84894747   -1.4809761    -2.9928517 ]",pop
"[-1.6912946e+02  9.4649071e+01  2.4480030e+01  2.7384008e+01
  1.1639039e+01  1.4885311e+01  4.2372394e+00  1.2381323e+01
  1.0709881e+01  5.1241970e+00 -3.4837672e-01  1.2524844e+00
 -4.1571431e+00 -3.1247990e+00  3.0709675e-01 -3.5452862e+00
 -2.8116305e+00 -5.7679443e+00 -5.2122889e+00 -9.2132404e-02
  6.2155771e-01 -4.4448848e+00 -2.2039454e+00 -2.1423347e+00
 -3.6979423e+00 -2.1307473e+00  4.4354889e-01 -3.9586363e+00
 -2.1665077e+00 -4.4590540e+00 -6.4733195e+00  1.1515157e+00
 -2.0482872e+00  1.8012874e-01 -5.2432977e-02 -1.3587911e+00
  1.4709405e+00 -2.3985596e+00 -2.3651659e+00  5.4191518e-01]",pop
"[-2.2440593e+02  1.0735062e+02 -1.5871214e+00  1.3890540e+01
  8.1194067e+00 -9.3725271e+00  8.1145000e+00  9.2910442e+00
  9.0978909e+00  6.0209808e+00 -6.6624279e+00  2.0678563e+00
  6.1881633e+00  8.3128061e+00  7.5629983e+00  2.0551713e+00
  4.5488591e+00  1.2237833e+00 -1.6463920e+00 -3.7158313e+00
 -6.9016595e+00 -2.7620650e-03  8.1589556e+00  5.1266842e+00
  3.0220394e+00  2.5343610e-02 -7.0132594e+00 -7.0532103e+00
 -4.8398709e+00  4.5370884e+00  9.6898031e+00  5.5560684e-01
 -2.7586179e+00 -4.5523131e-01  1.5689186e+00 -9.4715619e-01
 -1.7506102e+00 -1.1105766e+00 -3.4232941e+00 -8.5511894e+00]",pop
"[-52.421513    74.03342     12.680926    24.495552    21.09758
   1.9039341    6.8095055    4.729847     8.409067     8.243973
  -2.2749782   -1.1975456   -2.679471     0.26266807  -1.0600878
  -0.83907837  -1.2490487   -2.3340123    3.812872     0.29528314
  -5.217926     0.09247775   4.797655     0.20297164  -2.725558
  -2.2543724   -4.596182    -4.8950057    0.2464036   -3.3376017
  -2.9537911    1.0223502    3.3528435    0.21099357  -1.1686491
  -1.0184283   -3.9671113   -4.82534      0.9323926    3.2919037 ]",pop
"[-35.28506     61.266712    14.046019    28.64897      4.323977
  -1.3649801   -0.7844542    5.1287475    5.3517685    1.2258381
  -7.2616506   -0.5204303    0.21532694  -1.293997    -0.10745011
  -1.2567121   -2.5306878    0.57411736   1.5747035   -1.7188455
  -1.091452    -1.4039364   -2.031548    -1.0861865    1.6367248
   0.87164474  -0.58510065  -1.3327575   -1.0707666    2.7808392
  -1.6940697   -2.6747348    0.4639616   -1.9269545    0.590716
  -2.1063123   -3.9461987   -0.36494866   0.41293243  -1.381622  ]",pop
"[-111.209496    103.16529      10.905522     34.357307     22.339897
   17.869793      6.80789       6.331836      5.4936476     0.61402774
    0.33871168    3.8301575     2.0371509    -5.5155616     1.202086
    0.3994527     0.34034634    1.6778243    -4.0568786    -6.401182
   -1.5724678     0.5133983    -0.49751818   -2.8047516    -1.6566329
    0.14100438   -0.1781999    -5.203813     -7.7757564    -2.8947563
    1.772517      0.9954276     1.0705124    -4.8529663    -6.4839964
   -4.7849355    -3.0050194    -0.26254076   -1.199353     -0.41280726]",pop
"[-240.68845      97.13303       0.40796408   -0.27154112  -10.476205
  -15.742858      1.3774214   -17.877537     -9.08661      -8.762852
  -14.263193     -5.5000772    -8.357249     -9.307712     -3.1655123
    1.7585727     1.5771222     5.6218495     4.9597297     3.7234354
   -1.927836     -4.2851133     4.024214     -0.8166282    -1.3570086
   -2.0007517    -2.422884     -3.3099194    -2.015964      2.6232765
    8.983913      4.280009      0.9729392     2.5427608     3.1519284
    1.2149107     1.2413033     4.492239      0.71819806   -0.44955143]",pop
"[-50.826904    80.23307     -9.298024    20.283499    12.087593
   6.780584     6.2779336    3.426205    -3.9560766    2.5737891
  -5.7011876    0.49102297  -0.57155293  -0.58882517  -3.399248
  -6.794382    -5.5181413   -1.623132    -1.6058779   -1.5109358
   2.0967102   -1.6485575   -2.4843898   -2.6748493   -3.6114538
  -2.2451036    0.68157196  -2.5881433   -4.660575    -2.2022462
  -2.1393867   -3.486795    -3.6037517   -4.311938    -4.339457
  -3.519206    -1.0895064    0.125835    -0.5772       1.4479396 ]",pop
"[-1.6162132e+02  8.5575256e+01  5.3263668e+01  3.2207474e+01
  2.7182007e+01  1.1316002e+01  7.8897896e+00  8.7603846e+00
  1.2601905e+00  1.3195228e+01  6.5503985e-02  4.8272638e+00
  3.1077361e+00  2.3478930e+00  3.6737278e+00 -2.8784373e+00
 -2.6172922e+00 -3.1559954e+00 -1.1923348e+00 -1.4730018e+00
 -4.0287638e+00 -2.4507642e+00 -6.6550052e-01  3.0758509e-01
  2.2512233e+00  1.6073860e+00  4.7542267e+00  1.1394579e-01
  7.9595558e-02 -1.8521119e+00  2.5776228e-01  1.2613049e+00
 -1.0041987e-01 -5.4014969e+00 -4.0253968e+00 -4.5405016e+00
 -2.5543997e+00 -1.2809930e+00 -7.6590306e-01  8.9266962e-01]",pop
"[-135.34387     107.812935    -13.434144     19.037148      8.818381
   12.483625      1.0202106    11.321146      2.5564575     1.2326733
   -6.3871174     5.8662148     2.8857546     1.0191559    -1.7738507
   -0.50447905   -1.0789495    -0.16752356   -0.89997643   -2.1370232
   -3.949575     -2.0427864     0.21946052   -2.0371087    -1.0827401
   -2.0605652    -0.16680816    0.28757212   -1.0710009    -0.6523267
   -0.7282102    -1.4600329    -1.8953406     0.77931255   -1.0472336
   -2.107309     -1.9665782    -2.3396382    -3.0690024    -2.9416738 ]",pop
"[-4.5799076e+01  6.5266617e+01  1.2929744e+01  1.4511338e+01
  7.0173607e+00  4.4101138e+00  6.6034317e+00  3.2921524e+00
  7.7337317e+00  4.0534663e+00  3.6582375e+00  2.6003695e+00
  4.0506835e+00  2.3965278e+00  1.7817205e+00 -2.3767538e+00
 -1.3439595e+00 -2.8729863e+00 -8.4143239e-01 -2.5950572e+00
 -2.9068685e+00 -1.8899149e+00 -3.3570608e-01  2.1823132e+00
  1.1749023e+00  1.1631752e+00  5.9006041e-01  1.9089521e+00
  1.0990844e+00 -1.6634042e+00 -5.1513734e+00 -6.9573030e+00
 -3.2067215e+00 -5.4169744e-01 -1.6063920e+00 -1.0546845e+00
 -5.6246871e-01 -4.1205892e-01  5.7828616e-02 -1.0418357e+00]",pop
"[-97.05398     51.834522    18.751598    20.487318     5.6106114
   3.575838     5.5739875    0.74090767   7.338095     1.6581378
  -2.6979017   -0.44195834  -1.0840603   -3.4507058   -2.4759772
  -3.3027513   -2.2284987   -2.6495564   -2.7440858    0.3057482
   0.12218262   2.4980466    1.1445878    1.5269034    0.23939973
  -1.2963018   -1.4102049   -1.9069986    0.23218355   2.7301693
  -2.201475    -7.2438626   -4.107862    -1.1504288   -2.6570966
  -2.215005    -3.5493274   -2.6040454   -1.2911087   -2.9347277 ]",pop
"[-5.3104328e+01  7.8314209e+01  2.2618351e+00  1.8830137e+01
  3.8708808e+00  2.5123835e+00 -3.8090515e+00  6.8069897e+00
 -8.1876242e-01  8.7515812e+00 -4.8021498e+00 -2.1515329e+00
  1.2934911e+00 -1.7429283e+00 -1.9417518e+00 -1.5897936e+00
  2.6281075e+00  2.4259229e+00  4.0184865e+00  3.9073112e+00
  5.4333621e-01  2.0880674e-01  6.0747379e-01  3.5573587e-01
  1.4777031e+00  2.6007903e+00 -8.5551292e-01 -2.2779827e+00
  4.7915316e-01 -3.1097955e-01 -3.2503731e+00 -2.2025526e+00
 -1.6038287e+00  4.4282705e-02 -2.9771831e+00 -1.6073931e+00
 -2.4850972e-01  8.6833096e-01  4.3337283e-01 -1.0627608e+00]",pop
"[-48.96048     62.627907    34.227123    12.322167    16.563198
   8.6150255    8.76582      5.259592     6.7995486    9.060048
  -4.08107     -0.74512845  -0.38003916  -0.47521967   0.65018153
   1.7141887    1.3645208    1.9240906    3.8515859    1.6070632
   0.39760473   3.7116866    4.032743     3.8903697    1.9610006
   0.3546939    1.2892904    3.6211178    3.365189    -0.1101042
  -1.8941507    1.528462     6.02107      5.800964     1.2733603
   0.4483907   -2.6466668   -1.2108378   -2.0994022   -0.26108497]",pop
"[-25.120617    70.808525     2.9293947    7.533097     1.4523046
   2.8564467    1.9144237   -6.8212695    0.29936558  -1.943024
  -6.645997    -0.24678156  -0.75799644  -4.2492867   -2.4382403
  -5.674394    -1.5684768    0.6676503    1.6919546    0.7857563
   0.60108495  -0.20550415   2.9611135    3.3243785    5.0328994
   2.4462755   -0.7470711    0.3992991    4.638319     1.4111667
  -7.151951    -4.86454      0.50931716   1.6921804    1.2898242
   0.3746556   -0.90713036  -1.0283104   -2.078063    -1.8114152 ]",pop
"[13.437182   58.23463    -2.180756    5.017562    8.057978   -0.49256966
  4.0949907   2.2513356   4.302015    3.597891   -0.49684015  2.4198663
  1.8900307   2.17456     1.9433348  -0.16784845 -0.6151826   0.7584286
  0.73840284  2.0088866   2.2382624  -1.2555933   0.5766087   1.7874541
  1.0035853  -0.7437997  -2.697324   -2.3141468   0.48697713 -2.8077395
 -4.926372   -1.607674   -1.057729   -1.0864682  -1.6795866   0.27676737
 -2.8149536  -2.9996626  -0.18542722 -0.15121162]",pop
"[-23.21333     53.82879     -0.67234534  14.730807     4.8800464
   6.7325773    4.8463492    4.9538517    4.270914     3.1137922
   2.547736     2.9871147    4.6368046    2.8531513    2.1794672
   1.0684476   -0.46816778   0.39431962  -1.1666565    0.54798555
   2.211843    -0.26023966  -0.21082506   0.45569     -0.15312771
   0.24396795  -0.57476133   0.28559116   1.0873706   -2.7193768
  -3.7583094   -0.13799156  -0.81684905   0.20259205  -0.99957836
  -1.0969554   -1.7327348   -2.8415117   -0.3078573   -0.4294981 ]",pop
"[-45.730503    65.273964    12.928245    14.523945     7.0328503
   4.3946295    6.6237683    3.2991152    7.7277794    4.0600505
   3.6625175    2.6021338    4.0489707    2.384604     1.780818
  -2.3925931   -1.3461763   -2.8791795   -0.84986407  -2.5981338
  -2.9054418   -1.8870661   -0.34809104   2.1636248    1.1795013
   1.1612103    0.60066915   1.8934425    1.0740409   -1.6611345
  -5.12988     -6.948806    -3.2151496   -0.54674006  -1.6058184
  -1.0711995   -0.5631073   -0.4197223    0.07180184  -1.0115571 ]",pop
"[-4.4290272e+01  5.1353466e+01  2.4983471e+01  1.2159331e+01
  1.0877900e+01  7.6190553e+00  8.2147655e+00 -7.6355857e-01
  5.9499292e+00  4.7551455e+00 -2.5091753e+00  1.3244871e+00
 -1.9542974e+00 -4.5069000e-01  2.3999715e-01 -1.9988120e+00
 -1.9629549e+00 -1.0330985e+00  5.2279097e-01 -3.7718770e-01
 -1.7684312e+00  4.4398945e-02  1.2618158e+00  1.9908543e+00
  7.7258766e-01  1.6379946e+00  1.5796555e+00  1.5563862e+00
  5.1127332e-01 -1.8036677e+00 -4.1808681e+00 -8.2486486e-01
 -2.3435983e-01  4.3066883e-01 -1.4882424e+00 -2.6178744e+00
 -1.4688529e+00 -1.1795797e-01  4.3756571e-01 -1.2103707e+00]",pop
"[-40.904087    61.54         9.868571    10.098781     8.45437
   5.3719335    8.382931     3.5187213    8.25046      5.878693
  -0.09783143  -0.56062317   0.55596244  -1.9817555    1.9108728
   0.07908022  -1.2651286    1.2358273    1.4984128    0.9474672
   0.915068    -0.8899317    0.6332418   -0.6335705   -1.1258239
  -1.7847478   -0.2635342    1.2264544   -0.27556267  -3.114158
  -1.6241757    1.8113123    1.5794472   -0.39513233  -2.1256478
  -2.941893    -2.0170166   -2.0726776   -2.3362176   -2.6787171 ]",pop
"[-1.06827194e+02  8.10334244e+01  4.78090324e+01  1.36514158e+01
  1.30114861e+01  6.87809038e+00  7.58658171e+00 -2.63587022e+00
 -2.50644445e+00  1.87144268e+00 -5.13711548e+00 -2.74790788e+00
 -3.66578412e+00 -7.87792969e+00 -4.80359745e+00 -6.37653923e+00
 -7.39150476e+00 -4.73037720e+00 -1.24203004e-01 -2.32279468e+00
 -4.84846449e+00 -2.84109545e+00 -2.70264721e+00  1.25570986e-02
 -1.19449592e+00  2.13445604e-01 -4.81401324e-01 -7.85906732e-01
 -1.17998135e+00 -1.57518780e+00 -3.86107397e+00 -5.57277918e+00
 -1.81818473e+00  2.31771588e+00  1.33087265e+00  5.45911729e-01
 -8.75550866e-01 -1.85841584e+00 -4.54742050e+00 -3.26253891e+00]",pop
"[-7.3372978e+01  9.7491570e+01  1.6854250e+01 -5.9438705e-01
  7.1818285e+00  4.8678546e+00  7.5712472e-01 -5.5480394e+00
  9.9840683e-01  4.9286504e+00 -5.8325949e+00 -4.9275804e+00
 -3.1149738e-02 -3.0371113e+00 -1.4768431e-01 -2.3753452e+00
  7.2812515e-01  6.8922061e-01  1.9680396e+00  8.0186731e-01
 -4.2472792e+00 -4.2550182e+00 -1.6032436e+00 -1.3757695e-01
  2.1625857e+00  1.5313306e+00  7.7980232e-01  3.3934965e+00
 -7.3624164e-02 -4.8410335e+00 -7.2410674e+00 -3.4323080e+00
  2.4716628e+00  3.0072384e+00 -5.5879354e-01 -1.3060024e+00
 -2.4752331e+00 -1.3090605e+00 -5.7959116e-01 -1.5394291e+00]",pop
"[-75.35942     83.35071     10.695162    14.4605      14.239106
   7.397377     5.2808986   -0.3932319    5.7210793    3.3658254
  -2.5226789   -4.2161746   -1.8445048   -5.907197    -1.2714548
  -3.7691813   -2.8537424   -0.9322696   -1.1161617   -2.7156475
  -4.133138    -0.564807     2.5117862    1.8615215    2.0086558
   2.5816448   -1.264946    -4.423832    -2.666795     0.8855558
   1.2533295   -2.900544    -4.5862637   -2.5228503   -0.82723993
   0.39746803  -0.5501506   -2.2381675   -0.3107794   -2.1934416 ]",pop
"[-4.5623341e+01  7.4729080e+01  1.5965053e+01  1.4792886e+01
  8.9992762e+00  8.2069130e+00  5.6837645e+00  5.2507954e+00
  5.3961921e+00  2.4387598e+00  7.7768695e-01  1.1752402e+00
 -2.3549674e+00 -2.9473567e+00 -2.5958152e+00 -2.6967709e+00
 -1.5035548e+00  1.5576279e+00  1.6043417e+00 -1.8029114e-02
 -9.0036345e-01 -5.8010155e-01  2.1797509e+00  1.9696807e+00
 -8.6919999e-01 -3.2207439e+00 -5.5247660e+00 -1.2039393e+00
  5.6053925e-01 -3.6451909e-01 -4.5043554e+00 -6.5392165e+00
 -2.8349409e-01  3.1927845e+00  1.1955140e+00 -1.4413351e-01
 -1.8141361e+00 -2.0352068e+00 -1.6168348e+00 -3.8820875e+00]",pop
"[-4.0523331e+01  7.3490257e+01  2.2620024e+01  1.2349805e+01
  1.4861840e+01  8.9425392e+00  5.3013206e+00  9.0188532e+00
  2.0854676e+00  4.2992563e+00 -3.1375759e+00  1.8477219e+00
  2.0355570e+00  1.3906354e+00  4.1209035e+00 -3.4707144e-01
 -7.5015002e-01  1.1580000e+00  7.4548066e-01 -3.7412260e-02
 -8.4155077e-01  1.0733969e+00  2.3183668e+00  4.4127674e+00
  1.9492773e+00  2.3635755e+00  2.7089562e+00 -1.1605070e-02
 -2.8238735e+00 -4.9335952e+00 -9.3669111e-01  2.4361367e+00
  1.4923623e+00  3.1877320e-02 -2.7966604e+00 -2.0960574e+00
 -2.3642225e+00 -3.5770056e+00 -3.3960419e+00 -2.5915933e+00]",pop
"[-18.16849     72.28313     -4.8913684   -0.37640283   1.6872772
  -0.92444575  -1.3286743   -0.3421871    0.65162975  -0.18650617
  -1.2240083   -1.051329     2.5230043    1.2420253    1.7439938
  -3.4468458    0.3918494   -0.85870826   0.9233995    1.6603035
  -1.2911543   -0.3105215    1.5864855    4.4245114    3.4411728
   1.1232442    0.9152568   -1.3610235   -1.5266385   -3.2630386
   1.3017405    1.2925198    0.57226044  -2.4475873   -2.1636353
  -0.43124202   0.82668906   0.87621766  -0.45774668  -0.63084286]",pop
"[-1.8845390e+01  7.1325661e+01 -3.7668960e+00 -1.4087263e+00
  7.0546305e-01 -1.0589548e+00 -1.0548252e+00 -2.4742085e-01
  6.2572330e-01  4.2704326e-01 -1.5037423e+00 -1.0761551e+00
  2.4198706e+00  1.2452440e+00  9.6704489e-01 -3.5875123e+00
  8.8978618e-01 -5.0545114e-01  7.0396578e-01  1.6666039e+00
 -1.5057811e+00 -4.7084072e-01  1.4871987e+00  4.2231078e+00
  3.2303476e+00  9.2637831e-01  1.1272622e+00 -9.3299121e-01
 -1.5410943e+00 -3.6150742e+00  9.5641673e-01  1.5069058e+00
  2.9217839e-01 -2.6488962e+00 -2.0733387e+00 -3.5068262e-02
  7.5752574e-01  2.5433207e-01 -5.8866209e-01 -2.6901466e-01]",pop
"[-1.1316300e+02  4.1597984e+01  2.1517519e+01  1.1098094e+01
  1.7437098e+01  6.0965699e-01  3.0298927e+00  8.5250393e-02
  3.4522669e+00  2.8739417e-01  6.1870229e-01  1.2615824e+00
  2.8980768e+00 -7.7601105e-01  2.1645004e-01 -1.4073851e+00
 -7.5681818e-01 -8.6751634e-01 -1.5359048e+00  1.0719894e+00
  5.4026949e-01  4.1849896e-01  2.2489572e+00  2.9012315e+00
  1.8018794e+00 -4.2417347e-01  4.0364230e-01  3.6615175e-01
  2.2069368e-01 -3.3538358e+00 -3.2585795e+00 -5.7694250e-01
  1.6972401e+00  6.7623860e-01 -1.1044312e+00 -1.0234860e+00
 -1.4425609e-01 -5.1746368e-01 -1.5338727e+00 -2.5593064e+00]",pop
"[-6.8980240e+01  7.3761398e+01 -1.2468053e+01  9.5505686e+00
 -4.0610611e-02  1.2724537e+01  3.1635811e+00 -7.4320331e-02
  2.5329218e+00  2.8792171e+00 -1.6728499e+00 -3.0156920e+00
  1.6231787e+00  1.0967094e+00  9.3440706e-01 -4.1497242e-01
 -1.2391863e+00 -7.5796902e-01 -1.7024553e+00 -1.0375841e+00
 -1.2153226e+00 -3.0881197e+00 -2.1310027e+00 -8.5593152e-01
 -1.1906708e+00 -1.2641398e+00  1.5950030e+00  1.4887072e+00
  5.7162326e-02 -3.1841862e+00 -4.3546820e+00 -2.0408330e+00
 -4.8195738e-01 -1.0190245e+00 -9.7689068e-01 -1.2425381e+00
 -1.7885087e+00 -8.2385397e-01  1.7718843e-01  1.5368024e+00]",pop
"[-5.9553257e+01  7.7301529e+01  2.6371853e+01  3.1852462e+00
  6.7586684e+00 -5.0267950e-02 -6.1978543e-01 -6.7965972e-01
  4.1412911e+00 -4.4345006e-01 -4.5369034e+00 -3.5553582e+00
 -2.1957290e+00 -3.5538621e+00  2.5934663e-01 -4.6769705e+00
 -4.6036072e+00 -3.7484083e+00 -1.3896255e+00 -8.4302700e-01
 -1.2240174e-01  1.4057629e+00 -7.7834696e-01 -1.8391110e+00
 -3.1398602e+00 -3.3269627e+00 -1.6715257e+00 -3.7558806e+00
 -1.9891237e+00  4.4476673e-01  2.1559603e+00 -7.7221262e-01
 -2.6163919e+00 -4.4814091e+00 -3.9600549e+00 -3.4218957e+00
 -2.7122362e+00 -9.2112368e-01 -2.3421453e-01  4.7849447e-01]",pop
"[ 2.4324636e+01  6.8961525e+01 -4.2270355e+00 -1.0471315e+00
  5.2404079e+00  2.9899147e+00  4.3333716e+00  4.2808633e+00
  6.4307766e+00  3.6318948e+00  1.1112189e-01 -1.0404748e-02
  2.0621688e+00  1.5450563e+00  3.9916553e+00  2.8139195e+00
  2.1964080e+00  1.5725132e+00 -4.6671224e-01  5.2372575e-01
  1.3103403e+00  2.2447810e+00  1.6050167e+00  2.6406310e+00
  5.4011631e-01 -1.2141055e+00 -2.2695076e+00 -3.5049328e-01
  2.7009943e+00 -8.9478540e-01 -3.7880032e+00 -2.3400021e+00
 -3.1180936e-01  7.5394130e-01 -1.1697476e+00 -1.4789038e+00
 -1.7299886e+00 -3.1490772e+00 -3.2118094e+00 -2.1983240e+00]",pop
"[-44.171143    76.18005     22.90793     16.79628     22.996109
   3.277612     6.9057794    0.09506842   6.495517     6.5422907
   0.8548563    2.7227676    4.5149565    2.8544383    1.3217162
   1.802447     0.38091752  -1.1074567   -0.4259667    1.5640904
   0.09998392   1.6481297    1.8220674    2.0870945   -1.1045219
   0.492845    -1.0684572    2.16706      0.574915    -1.126063
  -1.4316492   -0.78194076  -1.3282394    0.5696961   -3.0629804
  -1.8817785   -1.1391346   -2.9275684   -0.94404685   0.5776729 ]",pop
